product_id,customer_id,customer_region,customer_evaluate,content,like_count,rating,score,created_at,rating_1_stars,rating_2_stars,rating_3_stars,rating_4_stars,rating_5_stars
91612670,17140376,,Cực kì hài lòng,"Máy mới nguyên siêu,hàng chính hãng.chất lượng  thật tuyệt vời.",1,5,0.14220102,1691982455,1,1,3,19,186
91612670,29205194,,Cực kì hài lòng,"Shop đóng gói cẩn thậ, giao hàng nhan, điện thoại mới nguyên seal, chạy rất o, giá tốt",0,5,33.33333333,1692535746,1,1,3,19,186
91612670,8435229,,Cực kì hài lòng,"Sản phẩm nguyên seal , đóng gói cẩn thận",2,5,0.03770423,1678684655,1,1,3,19,186
91612670,29007408,,Không hài lòng,Máy yếu . Giật lag . Tôi có thể đổi trả lại không . Và đổi trả có chịu thêm phí không,0,2,33.33333333,1680622562,1,1,3,19,186
91612670,18905209,,Cực kì hài lòng,Rat la ok jsjskskdkdld sk djsjdkdkdndodnkdndksndkdjdndndndj sjs đj đk jd đk dj đj dh,1,5,0.03151534,1683904507,1,1,3,19,186
91612670,1822573,,Hài lòng,"Tot. Nganh
Giao hang de chiu",0,4,0.28490028,1686822395,1,1,3,19,186
91612670,29000651,,Cực kì hài lòng,"camera chụp hình đẹp, hình ảnh sắc nét, độ phân giải cao, giao nhanh",0,5,0.18214936,1680178969,1,1,3,19,186
91612670,29112610,,Rất không hài lòng,Tiki lừa đảo k hoàn ASA. Dụ khách mua hàng,0,1,33.33333333,1688277235,1,1,3,19,186
91612670,21810901,,Hài lòng,xài ổn nek lần sau sẽ mua ủng hộ shop nữa,0,4,0.12033694,1687243444,1,1,3,19,186
205750556,18847564,,Cực kì hài lòng,hàng chính hãng chất luọng,0,5,38.88888889,1693199754,0,1,0,2,30
205750556,26906450,,Cực kì hài lòng,"Sp đẹp ,gói cẩn thận giao nhanh",0,5,8.33333333,1695338551,0,1,0,2,30
205750556,18847564,,Hài lòng,chất lượng chính hãng,0,4,33.33333333,1693199375,0,1,0,2,30
205750556,13596451,,Không hài lòng,Tệ quá đi hiện hoài phiền phức,0,2,2.00396825,1695106137,0,1,0,2,30
205750556,1822573,,Cực kì hài lòng,,1,5,0.72281959,1693411226,0,1,0,2,30
205750556,26148078,,Hài lòng,Đang trong thời gian thử. Cho 4*,0,4,27.77777778,1694418996,0,1,0,2,30
205750556,29238671,,Cực kì hài lòng,Tốt,0,5,27.77777778,1695532905,0,1,0,2,30
205750556,10242181,,Cực kì hài lòng,,0,5,27.77777778,1695657641,0,1,0,2,30
205750556,29453608,,Cực kì hài lòng,,0,5,27.77777778,1695632280,0,1,0,2,30
205750556,12562721,,Cực kì hài lòng,,0,5,27.77777778,1695462452,0,1,0,2,30
57809866,23799249,,Cực kì hài lòng,"Sản phẩm so với giá thì khá ổn nhé! Hàng mới nguyên, mình tự cài đặt ứng dụng cần thiết hết nha (làm theo hướng dẫn là được hết á. hihi) Mua cho phụ huynh lướt web, nghe gọi là ok lắm nha 😁😁😁. Mình đặt 9h rưỡi sáng mà 11h hơn hàng tới tay rùi, nhanh quá luôn. Cho 10 sao ********** 😀",6,5,0.0070046,1650789580,21,6,30,106,868
57809866,20025381,,Cực kì hài lòng,"Mình mua cho mẹ dùng vì cảm thấy giá cả ổn và chức năng cũng phù hợp với người lớn tuổi. 
Cảm giác mới cầm đth lên thì đth khá nhẹ, vừa tay. Kiểu dáng thiết kế theo xu hướng ( màn hình, camera). Các bạn xem review youtube sẽ rõ chức năng hơn. Tiền nào của nấy, nhưng với giá này thì dth như vậy mình cảm thấy rất ổn. Phù hợp với các bạn sinh viên và người lớn tuổi có nhu cần đơn giản mà giá nhẹ nhàng. Hơn nữa Xiaomi là thương hiệu đã được khẳng định nên ko lo lắng nhiều. 
Recomended nha",29,5,0.00532529,1611755287,21,6,30,106,868
57809866,5198737,,Cực kì hài lòng,"Hình ảnh sắc nét, máy chạy rất mượt. Tiki giao hàng từ hcm ra ngoài hà nội rất nhanh. Máy chạy không nóng, pin khá lâu, có hai sim thích hợp sử dụng cơ bản",3,5,0.01050372,1660367463,21,6,30,106,868
57809866,27701371,,Cực kì hài lòng,"[CSKH] Chúc mừng năm mới Tân Sửu 2021. Kính chúc Quý khách năm mới hạnh phúc, an khang và thịnh vượng. MobiFone trân trọng cám ơn Quý khách hàng đã luôn đồng hành và ủng hộ trong thời gian qua.",0,5,44.44444444,1660718511,21,6,30,106,868
57809866,942960,,Hài lòng,"Điện thoại giá rẻ, đầy đủ chức năng. Tiki giao hàng nhanh, đóng gói cẩn thận, nguyên seal. Xét về hiệu năng hoạt động thì thấy máy chạy chậm, hay bị đơ máy, k mượt  dù chạy ứng dụng cơ bản.",0,4,33.33333333,1675838990,21,6,30,106,868
57809866,22685628,,Rất không hài lòng,"Lần đầu tiên tôi đặt hàng trên tiki quá là thất vọng, vừa thiếu phụ kiện lại còn nói những lời khó nghe, không cho kiểm tra hàng nếu muốn kiểm tra phải có CMND mình nghĩ chắc chắn sẽ giở trò gì nên mình mới không cho, cuối cùng thì cũng cho kiểm tra nếu tiki làm ăn chân chính thì chắc sẽ cho khách kiểm tra đàng hoàng rồi, tôi sẽ kiện tiki về việc làm ăn bát nháo, lừa đảo,anh chị em nào nhìn thấy bài viết này rồi đừng nên đặt hàng trên tiki nữa nếu không tin thì thử mới biết...?",1,1,0.02270837,1627194112,21,6,30,106,868
57809866,9140677,,Cực kì hài lòng,Camera chụp kg sắc nét mấy. Nói chung là với tầm giá đó thì ok ah. Còn bền hay kg đợi dùng thời gian đã rồi viết đánh giá sau ah,0,5,38.88888889,1684730571,21,6,30,106,868
57809866,533103,,Rất không hài lòng,"Điện thoại xài tầm 2 tháng bị lỗi phần mềm, liên tục bị đơ máy, bộ nhớ 32G nhưng chỉ hiển thị khả dụng 22G, ổ cắm là Micro sd chứ hk phải Type C ( lỗi 1 phần do mình không đọc kĩ) nói chung quá tệ so với bản redmi 8.",0,1,27.77777778,1674537990,21,6,30,106,868
57809866,22910080,,Cực kì hài lòng,"Sạc bình thường chứ k phải sạc nhanh, giao hàng nhanh, hàng hãng nguyên seal. Giá sale khá hời.",0,5,50.0,1663223208,21,6,30,106,868
57809866,5639229,,Cực kì hài lòng,"Mua máy được gần 1 tuần rồi, hôm nay mới review cho mn, mình chọn nhà cc là Misun store có mỗi 1 màu xanh ngọc nên giá rẻ hơn có 1830k thôi nhưng cũng rất đẹp nha. Shipper giao hàng sớm hơn dự kiến 2 ngày. Máy full box, nguyên seal.gói hàng đẹp, cẩn thận, đã test máy mấy hôm nay thấy máy pin đúng trâu bò, nếu chỉ nghe gọi ko mình nghĩ chắc cũng hơn tuần mới hết pin quá, lướt web, zalo, fb mượt mà, youtube mp3 chất lượng hình ảnh , âm thanh khá ok. Hơi chậm hơn so với các máy đắt tiền như ss ip nhưng giá thế này thì cũng rất đáng rồi. Màn hình to, cấu hình đẹp. Sạc pin cũng nhanh lên. Chỉ có 1 nhược điểm duy nhất là khi khởi động máy đăng nhập khá rườm rà nhiều thao tác, khá phức tạp nên nếu mua cho ba mẹ hay người lớn xài cái bạn nên đăng nhập trc giúp họ. Camera độ phân giải ko cao. Nhưng gọi video call cũng ổn. Máy này chơi mấy game bình thường thì mượt mà, sợ chạy game nặng thì hơi giựt nhé. Nói chung máy rất đáng đồng tiền bát gạo, phù hợp cho người lớn sử dụng, cần pin trâu. Còn về độ bền thì dùng lâu dài mới biết đc thế nào.",28,5,0.01599084,1600323141,21,6,30,106,868
120295859,23466409,,Cực kì hài lòng,"Máy khá to, cầm nặng tay, không được mỏng dự đoán là do dung lượng pin lớn nhưng với tầm giá này thì không có gì để chê. Cấu hình như này với tôi thế là được, phù hợp với nam giới hơn nữ giới.",3,5,0.01069805,1660065599,8,1,3,34,148
120295859,19760048,,Cực kì hài lòng,"Sản phẩm làm máy phụ rất tốt, dung lượng pin rất trâu. Hệ điều hành thuần gốc dễ xài và mượt các nhu cầu cơ bản",0,5,38.88888889,1691927521,8,1,3,34,148
120295859,5229895,,Hài lòng,"Mở đt phải cập nhật lâu chừng 40p. Hơi tiếc là chân sạc ko phải typ C. Sạc lâu đầy, có sạc nokia theo kèm mà cắm rất nóng cả máy và củ sạc. Ông ba dùng đk trong tầm giá.",0,4,33.33333333,1676870198,8,1,3,34,148
120295859,16968933,,Cực kì hài lòng,"Máy khá ổn: Màn hình lớn, pin cực tốt, giao diện chưa thân thiện lắm. Mức độ hoàn thiện đạt mức khá. Máy tặng kèm Bao silicon bảo vệ máy.",1,5,0.020218,1658741347,8,1,3,34,148
120295859,10498768,,Hài lòng,"Android go phiên bản này không ổn định, được vài hôm xuất hiện lỗi không thể mở được ứng dụng camera dù không va đập phần cứng nào, tạm chấp nhận được",0,4,0.03625159,1675745522,8,1,3,34,148
120295859,14122,,Cực kì hài lòng,"Giao hàng rất nhanh. Đặt sáng CN thì sáng thứ 2 đã giao hàng, dù là giao ngoại tỉnh. Sản phẩm chưa dùng nên chưa đánh giá được kỹ. Tạm hài lòng với dịch vụ.",0,5,38.88888889,1659937466,8,1,3,34,148
120295859,19275412,,Hài lòng,"Màn hình bự, rất hợp cho cha mẹ lớn tuổi. Máy hơi chậm xíu, pin trâu, camera tạm ổn, mua Tiki trading rất yên tâm. Trong tầm giá như vậy là quá ổn! Em shipper rất dễ thương!",0,4,33.33333333,1669519416,8,1,3,34,148
120295859,777605,,Cực kì hài lòng,"Giao hàng tốc độ .
Sản phẩm rất tốt so với giá tiền ! 
Đẹp, nét, pin dung lượng nhiều, bộ nhớ … nói chung quá tốt so với tầm giá dưới 2 triệu !
Hàng điện tử mua của Tiki Trading thì yên tâm !",0,5,27.77777778,1667913311,8,1,3,34,148
120295859,19631378,,Cực kì hài lòng,các tính năng kỹ thuật của điện thoại Nokia chính hãng thì hoàn hảo. giá lại rẻ vừa túi tiền của học sinh và người có thu nhập thấp.,0,5,4.27350427,1692158389,8,1,3,34,148
120295859,10608575,,Hài lòng,"Mẫu mã đẹp, âm thanh tốt, nhanh. Chưa sử dụng nhiều nên chưa thể đánh giá nhiều. Sao không có nút cài đặt trong đó có thể hiện bộ nhớ trong, thẻ nhớ; wiffi hay dùng 3G và nhiều chức năng khác. Lắp thẻ nhớ có 1 số hình mà không tìm thấy đâu.",1,4,0.01165659,1643108162,8,1,3,34,148
183330021,19013048,,Cực kì hài lòng,"Tiki Trading là một gian hàng trực tuyến chuyên bán các sản phẩm chính hãng từ các thương hiệu, được Tiki phân phối và bán hàng trực tiếp đến người tiêu dùng. Có thể hiểu Tiki Trading giống như bất kì một shop online bất kỳ bán đa dạng sản phẩm trên nền tảng sàn thương mại Tiki với giá cả khá cạnh tranh.",14,5,0.02113313,1672207915,8,1,1,27,798
183330021,163539,,Cực kì hài lòng,Máy đẹp xuất sắc. Màn hình hơi bóng nhưng dán paperlike vào là viết và nhìn khá ổn (dán sẽ bớt độ bóng bẩy của màn hình). Vừa nhận hàng xong là Tiki kích hoạt liền ngày bảo hành. Thân hộp và máy đúng số seri.,3,5,0.15996848,1687330594,8,1,1,27,798
183330021,7412662,,Hài lòng,"Từng dùng ip7 cam trước rõ nét hơn dù 7MP và đô phân giải thấp hơn , do màn hình lớn cungf độ phân giải thấp nên chụp ảnh portrait mờ , bộ nhớ dùng thêm một số ứng dụng xem trực tuyến,  hạn chế tải , ko mxh , ít chụp mà vẫn khá tốn dùng lượng , 64GB phải dùng tiết chế dữ . Pin m dùng khoảng 4-5 ngày cho k 30p tác vụ nhẹ , cảm ứng vân tay nhạy hơn so với S20ultra , di chuyển ảnh và đa nhiệm đối với người mới dùng MTB như m khá tốt",1,4,0.02848549,1680138844,8,1,1,27,798
183330021,17912814,,Cực kì hài lòng,Đúng mẫu máy mình chọn.Giao hàng nhanh.Đóng gói rất cẩn thận .bảo hành 1 năm.💯💯💯💯💯💯💯💯🥰chuẩn chính hãng🫶🏻🥰 10đ không có nhưng❤️🥰,0,5,50.0,1691221625,8,1,1,27,798
183330021,7489416,,Cực kì hài lòng,"máy moi 100% nguỳen hộp ,rất hài lòng sản phẫm ,nhân viên giao hàng vui vẽ nhiệt tình .minh mua hàng có giá trị thươfng mua trên tiki",0,5,50.0,1689763867,8,1,1,27,798
183330021,18633142,,Cực kì hài lòng,"Công nhận sử dụng màn hình tần số quét cao 120hz quen rồi giờ quay ra mấy loại 60hz chóng mặt kinh khủng. Ipad gen 9 giá rẻ hoàn thiện cực tốt, phần mềm ngon phù hợp với các bạn thích vẽ trên màn hình, xem phim cực ổn, lướt web hơi chóng mặt vì tần số quét thấp.",0,5,27.77777778,1690291254,8,1,1,27,798
183330021,1215459,,Cực kì hài lòng,"Mua xong mới phát hiện 
có nút homenicator 😁 vẫn chưa phải nhận dạng khuôn mặt
ko full màn hình 😁
so với Gen 10 thì Gen 10 ok hơn

thanks shop , và anh vận chuyển ok lắm",24,5,0.01750381,1667791483,8,1,1,27,798
183330021,22387771,,Rất không hài lòng,"Tiki lừa khách hàng, rõ ràng để tặng Astra trị giá hơn 400k, mà mua xong thì k đc tặng, gọi điện thoại hỏi thì bảo thiếu điều kiện (thiếu điều kiện thì để tặng làm gì) rõ ràng trong trang bán hàng để tặng (hình đính kèm), k thấy tặng thì mình đã mua bên *** rồi hàng chính hãng mà giá cũng tốt hơn! Anh Em lưu ý cân nhắc, đừng để bị lừa giống như mình",6,1,0.01506552,1660809750,8,1,1,27,798
183330021,5516348,,Cực kì hài lòng,"Hàng Ok,săn sale ngày 11/11/2022.sp.chưa active,đóng gói kỹ lưỡng..
Giao hàng nhanh,phải có mã OTP mới được nhận hàng.
Sẽ tiếp tục ung ho Tiki Trading",6,5,0.05196241,1668309797,8,1,1,27,798
183330021,5400886,,Cực kì hài lòng,"mình xài 2 tuần rồi mới comment, máy rất ok, giá bình dân, tiện cho việc học, làm việc. gói ghém nhu cầu của minhf theo dung lượng 64g thì máy này rất ok
ai hay lưu trữ hình, đồ hoạ thì dung lượng này sẽ là 1 vấn đề lớn đó.",0,5,27.77777778,1692238652,8,1,1,27,798
259542697,6303460,,Cực kì hài lòng,Giao hàng rất nhanh . Hàng chính hãng đẹp như giới thiệu . Rất hài lòng,0,5,33.33333333,1688795191,0,0,0,0,7
259542697,20101087,,Cực kì hài lòng,Mới dùng được 2 tháng cảm thấy hài lòng về sản phẩm,0,5,33.33333333,1693384706,0,0,0,0,7
259542697,22453739,,Cực kì hài lòng,may dep chuan chinh hang se tiep tuc ung ho 👍👍,0,5,33.33333333,1689809684,0,0,0,0,7
259542697,29437827,,Cực kì hài lòng,Ổn ad,0,5,27.77777778,1695361238,0,0,0,0,7
259542697,20251283,,Cực kì hài lòng,ok,0,5,27.77777778,1695169156,0,0,0,0,7
259542697,6987497,,Cực kì hài lòng,,0,5,27.77777778,1694765766,0,0,0,0,7
259542697,7489865,,Cực kì hài lòng,Đẹp ạ,0,5,27.77777778,1687017277,0,0,0,0,7
216175253,1134777,,Cực kì hài lòng,,1,5,0.31881313,1686201582,0,0,0,0,2
216175253,8280548,,Cực kì hài lòng,,1,5,0.01149582,1677260422,0,0,0,0,2
230155305,19611072,,Cực kì hài lòng,"Đt đẹp ,nguyên box , giá tiền phải chăng . Vận chuyển nhanh , đc tặng cả ốp rất ưng . Sau sẽ ủng hộ shop",2,5,0.03117826,1680438696,0,0,1,5,14
230155305,28590888,,Cực kì hài lòng,Hàng xiaomi phân phối ở nhật nên chất lượng khỏi chê..chống nước ip 68.giá cả quá tốt,1,5,0.02264137,1678114096,0,0,1,5,14
230155305,29303225,,Cực kì hài lòng,"Máy dùng tốt, đóng gói kỹ, shop còn tặng thêm sạc 18w nữa",1,5,0.14098269,1691641761,0,0,1,5,14
230155305,8644884,,Hài lòng,"Tốt, có điều giao lộn màu, đặt màu xám, giao màu bạc.",0,4,27.77777778,1692318028,0,0,1,5,14
230155305,11159842,,Cực kì hài lòng,"Sản phẩm đúng mô tả, new seal, có tặng kèm phụ kiện",0,5,27.77777778,1691052852,0,0,1,5,14
230155305,870142,,Cực kì hài lòng,Hàng OK,0,5,0.82304527,1694325942,0,0,1,5,14
230155305,9187095,,Bình thường,Không nhận được tai nghe tặng kèm nha shop.,0,3,27.77777778,1686035633,0,0,1,5,14
230155305,13894470,,Cực kì hài lòng,SP rất OK trong tầm giá....,1,5,0.10448996,1688088129,0,0,1,5,14
230155305,15551282,,Hài lòng,Ổn trong tầm giá,0,4,27.77777778,1688808864,0,0,1,5,14
230155305,20062773,,Cực kì hài lòng,,0,5,27.77777778,1694829765,0,0,1,5,14
216173180,11421943,,Cực kì hài lòng,,0,5,27.77777778,1677744799,0,0,0,0,1
253269077,9127303,,Cực kì hài lòng,Ko có cục sạc hơi buồn. Tiki lên ghi rõ ở sp để khách hàng biết.,0,5,38.88888889,1695386647,0,0,2,1,16
253269077,15605793,,Cực kì hài lòng,Ok ok.máy khá đẹp.trong hộp chỉ có máy+ dây type C- type C.,0,5,38.88888889,1692884538,0,0,2,1,16
253269077,11050608,,Bình thường,Dòng này chỉ có cáp mọi người mua nhớ chú ý vì chi tiết app ko ghi rõ,0,3,1.03909465,1693114110,0,0,2,1,16
253269077,28195925,,Cực kì hài lòng,"Dien thoai đep, gia tốt. Nhà bán ok",0,5,33.33333333,1689406766,0,0,2,1,16
253269077,1314308,,Bình thường,"Cảm ứng tệ, thua so với con M14",0,3,2.43961353,1695293049,0,0,2,1,16
253269077,8761832,,Hài lòng,"Sp ko có sặc đi kèm, nhưng dùng ok",0,4,27.77777778,1689774524,0,0,2,1,16
253269077,187952,,Cực kì hài lòng,,0,5,27.77777778,1695540613,0,0,2,1,16
253269077,28192858,,Cực kì hài lòng,Có sài được rồi,0,5,27.77777778,1686980323,0,0,2,1,16
253269077,1632479,,Cực kì hài lòng,,0,5,27.77777778,1694194894,0,0,2,1,16
253269077,6465848,,Cực kì hài lòng,,0,5,27.77777778,1693795315,0,0,2,1,16
175845367,17673725,,Hài lòng,"Với giá hơn 8 triệu mọi thứ ổn.Camera cũng không quá hài lòng , thích thì mua ,cảm ứng cũng ok ,chủ yếu mình lấy dung lượng bộ nhớ của máy thôi",4,4,0.04032419,1673871083,2,3,4,14,153
175845367,13411359,,Cực kì hài lòng,"Sau vài ngày sử dụng thì mình cảm nhận con này ngon hơn con Samsung Galaxy dòng A mà mình đang xài kha khá. Vân tay nhạy hơn thấy rõ, màn hình mượt mà hơn, nhanh hơn. Nói chung bỏ ra số tiền hơn 8tr thì vậy cũng đáng giá rồi .Ai đang muốn đổi không khí từ dòng A thì con này là sự lựa chọn quá  tốt với mức giá không quá cao.",7,5,0.01505228,1676026082,2,3,4,14,153
175845367,494671,,Cực kì hài lòng,"* Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này. 
* Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng hoa. Xin nghiêng mình cảm ơn vì tất cả. 
* Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.",3,5,0.01296402,1675004857,2,3,4,14,153
